Day fraction since midnight on 	Temperature (C)	200 kPa (Pa)	Pump Run ()
0.8035933042	37.1005935669	15465.8906250000	0.0000000000
0.8035990826	37.0976448059	14753.7773437500	0.0000000000
0.8036048739	37.0967636108	15509.7871093750	0.0000000000
0.8036106566	37.1011695862	15932.7822265625	0.0000000000
0.8036164547	37.0991401672	14493.9433593750	0.0000000000
0.8036222440	37.1072578430	15486.3554687500	0.0000000000
0.8036280358	37.1029090881	16046.8105468750	0.0000000000
0.8036338309	37.1069297791	14839.4775390625	0.0000000000
0.8036395932	37.1147079468	14970.0703125000	0.0000000000
0.8036453902	37.1110076904	15784.4082031250	0.0000000000
0.8036511854	37.1135215759	15561.1123046875	0.0000000000
0.8036569598	37.1110420227	14818.9287109375	0.0000000000
0.8036627466	37.1099586487	15279.0126953125	0.0000000000
0.8036685262	37.1087799072	15899.1308593750	0.0000000000
0.8036743262	37.1073570251	14846.7607421875	0.0000000000
0.8036801104	37.1025695801	15302.3691406250	0.0000000000
0.8036859060	37.1085052490	15880.6904296875	0.0000000000
0.8036916903	37.1079597473	15026.9765625000	0.0000000000
0.8036974739	37.1047515869	14979.9082031250	0.0000000000
0.8037032597	37.1051254272	15445.4560546875	0.0000000000
0.8037090520	37.1050529480	15709.1894531250	0.0000000000
0.8037148291	37.1068305969	14583.2587890625	0.0000000000
0.8037206234	37.1058387756	15384.3183593750	0.0000000000
0.8037264112	37.1134948730	15869.9238281250	0.0000000000
0.8037321904	37.1079139709	14378.9658203125	0.0000000000
0.8037379765	37.1046524048	15274.2705078125	0.0000000000
0.8037437675	37.1071319580	15918.5244140625	0.0000000000
0.8037495629	37.1056900024	14915.5654296875	0.0000000000
0.8037553350	37.1116256714	14975.9658203125	0.0000000000
0.8037611219	37.1085815430	15455.5400390625	0.0000000000
0.8037669115	37.1074943542	15611.3291015625	0.0000000000
0.8037727030	37.1078262329	14748.0214843750	0.0000000000
0.8037784991	37.1085968018	15332.2734375000	0.0000000000
0.8037842752	37.1002273560	16041.1210937500	0.0000000000
0.8037900768	37.1068229675	14505.4736328125	0.0000000000
0.8037958658	37.1039619446	15208.3173828125	0.0000000000
0.8038016433	37.1082572937	15815.6386718750	0.0000000000
0.8038074290	37.0977859497	14947.9326171875	0.0000000000
0.8038132054	37.1023597717	15005.7060546875	0.0000000000
0.8038190082	37.0997161865	15652.6689453125	0.0000000000
0.8038248016	37.1000518799	15446.4296875000	0.0000000000
0.8038305891	37.0958900452	14482.3593750000	0.0000000000
0.8038363542	37.0965385437	15398.2958984375	0.0000000000
0.8038421443	37.0988769531	15857.8164062500	0.0000000000
0.8038479292	37.1038208008	14695.4277343750	0.0000000000
0.8038537295	37.1014595032	15311.5488281250	0.0000000000
0.8038595038	37.1007385254	15829.5166015625	0.0000000000
0.8038653028	37.0974922180	14794.4667968750	0.0000000000
0.8038710974	37.1009712219	14972.9335937500	0.0000000000
0.8038768854	37.1014595032	15598.1982421875	0.0000000000
0.8038826610	37.1037597656	15612.2421875000	0.0000000000
0.8038884487	37.1028099060	14626.7490234375	0.0000000000
0.8038942573	37.1005821228	15407.0000000000	0.0000000000
0.8039000351	37.1018638611	15754.3769531250	0.0000000000
0.8039058205	37.1004905701	14604.5830078125	0.0000000000
0.8039116032	37.0979080200	15175.3378906250	0.0000000000
0.8039173766	37.0995216370	15835.8271484375	0.0000000000
0.8039231731	37.0968284607	14986.3359375000	0.0000000000
0.8039289706	37.1053695679	14940.9033203125	0.0000000000
0.8039347469	37.1058006287	15446.9140625000	0.0000000000
0.8039405257	37.0965309143	15635.3554687500	0.0000000000
0.8039463126	37.1027755737	14585.2617187500	0.0000000000
0.8039521200	37.0951385498	15335.7988281250	0.0000000000
0.8039579069	37.1003913879	15674.5595703125	0.0000000000
0.8039636729	37.0967216492	14555.8642578125	0.0000000000
0.8039694719	37.0996246338	15449.5966796875	0.0000000000
0.8039752473	37.1043510437	15950.3896484375	0.0000000000
0.8039810408	37.1003303528	14979.3339843750	0.0000000000
0.8039868482	37.0986862183	14952.2646484375	0.0000000000
0.8039926180	37.0989685059	15692.7177734375	0.0000000000
0.8039984142	37.1027565002	15329.8046875000	0.0000000000
0.8040041898	37.0964469910	14728.7568359375	0.0000000000
0.8040099845	37.0994491577	15424.8789062500	0.0000000000
0.8040157745	37.1026115417	15627.4824218750	0.0000000000
